user_id,source,category
d9aaf3625d,context,Досуг
a6fdb7efd0,context,Строительство и ремонт
b660c38038,context,Электроника
431d8bcf48,other,Электроника
70dd8b05b7,other,Строительство и ремонт
07c30dc4bc,context,Продукты
52f3102bbe,email,Строительство и ремонт
fe18fd151c,other,Электроника
f098a292b5,context,Строительство и ремонт
8451d218b7,email,Продукты
0a07715f8b,other,Товары для животных
53fa70cd0a,other,Электроника
554cffdc42,other,Досуг
7a7b4ad9b8,None,Бытовая техника
8142637a47,other,Электроника
6cfdaf36b9,context,Бытовая техника
e66e26ccaf,other,Строительство и ремонт
e998b0efdf,other,Продукты
1df5fdee11,context,Бытовая техника
6d2b30f845,context,Товары для животных
634c1d7e4e,context,Бытовая техника
4c59e81d44,context,Продукты
20d9844728,other,Электроника
95481d28e1,context,Продукты
73fffcbb65,context,Строительство и ремонт
e736bd4085,other,Строительство и ремонт
899017a076,context,Бытовая техника
7c3fd1ee41,other,Бытовая техника
0112d921ad,other,Досуг
05b4a4926d,other,Продукты
9ebba9a7b3,other,Электроника
f54a353cc8,other,Продукты
2985fa5251,other,Строительство и ремонт
26c78820af,other,Бытовая техника
36c9cf89bb,other,Товары для животных
d1cafbb9d3,context,Электроника
976e3cd27c,other,Электроника
7609265f31,context,Электроника
9d04bb57e6,context,Электроника
ed93ee4370,context,Товары для животных
ef0f3269c3,context,Электроника
f5e83a17af,other,Электроника
845454eb25,other,Досуг
136193f9ba,other,не определена
fce9b53c13,email,Досуг
c17b697fe3,other,Досуг
ccafb5cfce,context,Электроника
ebeede9566,other,Бытовая техника
06e9146e39,other,Электроника
598fff580c,context,Электроника
70a3198338,other,Бытовая техника
6f16b5562b,other,Электроника
82b450ea2e,other,Продукты
dcd5c867cf,other,Товары для животных
ff659a28b7,context,Досуг
74fc88f5d1,other,Бытовая техника
b1725f8ef0,context,Бытовая техника
9c4e6055df,other,Продукты
4ae4547884,other,Электроника
66eb0896dd,other,Электроника
c514adbd83,other,Электроника
62b2386c1c,other,Досуг
1136653d20,other,Досуг
16ad676a50,other,Строительство и ремонт
13e88c06a2,other,Продукты
7dc4993952,context,Продукты
656aa8fb83,None,Досуг
890230dfa0,other,Продукты
aa1db4b36d,email,Электроника
bb7ef21be6,other,Электроника
aa40001201,other,Товары для животных
dced838e4c,other,Электроника
1558cc2bef,other,Электроника
9de16bd163,other,Бытовая техника
d070451cb7,other,Досуг
535a0a7fd2,other,Продукты
b8bed245d4,other,Электроника
9c7398b5a2,other,Электроника
d77e3ff3d8,context,Электроника
5740086d40,other,Продукты
b0231e8bb8,other,Продукты
2f5e4f200e,context,Электроника
224bb02440,email,Досуг
5d09df0a70,other,Строительство и ремонт
4fae7f1038,context,Бытовая техника
35d3b36012,email,Продукты
f504240604,context,Досуг
38593d010c,other,Электроника
372182dfe7,context,Бытовая техника
c7d31b5322,other,Продукты
6855dd174e,context,Бытовая техника
3d5c4ee62c,other,Электроника
6988567303,other,Электроника
bae7add73a,context,Электроника
e49a5df2aa,other,Электроника
e262359530,other,Товары для животных
12072d9e49,context,Строительство и ремонт
27fc5109c8,other,Электроника
8d2a3b3fe6,other,Продукты
67cd82b367,other,Электроника
191cefdb6e,other,Досуг
71ad285ac3,other,Электроника
e029d6e1dc,other,Продукты
4af1e0c56b,other,Электроника
0e56c00b21,other,Электроника
216b503bee,context,Товары для животных
81da2b0fca,context,Электроника
9fcce69287,other,Электроника
b6e9702ab6,other,Электроника
0a97f18461,other,Электроника
7f7efbcf8d,other,Бытовая техника
e5e8f27d21,other,Электроника
de465d6615,other,Досуг
2659b22fd9,email,Строительство и ремонт
b0d7c401d6,other,Продукты
8af51088a0,context,не определена
79d5fa9e4f,context,Продукты
fea109639c,other,Бытовая техника
1c08931d92,context,Товары для животных
599bfa0616,other,Строительство и ремонт
bf3beef628,other,Электроника
0f2d86bca6,email,Бытовая техника
44b572a76b,other,Электроника
d4e7790d8b,other,Товары для животных
864f229283,other,Досуг
307a397904,other,Электроника
255b178f6b,other,Бытовая техника
84af74688b,other,Бытовая техника
68bb7edac2,other,Продукты
db89ebbb94,context,Строительство и ремонт
eb39262ff5,context,Электроника
5d4b287d40,other,Строительство и ремонт
7ec5981242,other,Продукты
9b0a694178,other,Досуг
3aa25fdfe8,email,Бытовая техника
afe62b2138,context,Электроника
6c90a4118a,context,Электроника
724c727778,other,Бытовая техника
0e515a69d7,other,Продукты
9a85a229a2,other,Бытовая техника
631e8ac2cb,email,Строительство и ремонт
fe70e17d90,other,Товары для животных
d15ea2f086,other,Бытовая техника
cacbb038f7,other,Электроника
bc0d5e8d4e,other,Электроника
6f4f14ebc6,other,Электроника
a7774f0517,context,Продукты
2ef38ed257,context,Товары для животных
d8e40a827b,other,Товары для животных
a8c79814bc,context,Электроника
60f5e492fa,email,Досуг
2809dbf3a9,other,Досуг
dba4001826,context,Электроника
85411bb5a5,other,Электроника
47e6bc8f0d,other,Электроника
b36327fe75,other,Электроника
a5c67b52d9,context,Досуг
4885729a0f,context,Электроника
ce1d14c718,other,Продукты
c851f03086,context,Продукты
7b687f4160,context,Электроника
07fd167458,other,Бытовая техника
cf60c16749,other,Товары для животных
3c5f21432c,other,Бытовая техника
545aa9f44b,other,Бытовая техника
